,AppName,TCID,EXEDATE,STATUS
176,OnePlan,177,6/26/2018,Pass
177,OnePlan,178,6/27/2018,Pass
178,OnePlan,179,6/28/2018,Pass
179,OnePlan,180,6/29/2018,Fail
180,OnePlan,181,6/30/2018,Pass
181,OnePlan,182,7/1/2018,Pass
182,OnePlan,183,7/2/2018,Fail
183,OnePlan,184,7/3/2018,Pass
184,OnePlan,185,7/4/2018,Fail
185,OnePlan,186,7/5/2018,Pass
186,OnePlan,187,7/6/2018,Fail
187,OnePlan,188,7/7/2018,Fail
188,OnePlan,189,7/8/2018,Fail
189,OnePlan,190,7/9/2018,Fail
190,OnePlan,191,7/10/2018,Pass
191,OnePlan,192,7/11/2018,Fail
192,OnePlan,193,7/12/2018,Pass
193,OnePlan,194,7/13/2018,Fail
194,OnePlan,195,7/14/2018,Fail
195,OnePlan,196,7/15/2018,Fail
196,OnePlan,197,7/16/2018,Pass
197,OnePlan,198,7/17/2018,Pass
198,OnePlan,199,7/18/2018,Fail
199,OnePlan,200,7/19/2018,Fail
200,OnePlan,201,7/20/2018,Pass
201,OnePlan,202,7/21/2018,Fail
202,OnePlan,203,7/22/2018,Pass
203,OnePlan,204,7/23/2018,Fail
204,OnePlan,205,7/24/2018,Pass
205,OnePlan,206,7/25/2018,Fail
206,OnePlan,207,7/26/2018,Fail
207,OnePlan,208,7/27/2018,Pass
208,OnePlan,209,7/28/2018,Pass
209,OnePlan,210,7/29/2018,Pass
210,OnePlan,211,7/30/2018,Pass
211,OnePlan,212,7/31/2018,Fail
212,OnePlan,213,8/1/2018,Fail
213,OnePlan,214,8/2/2018,Fail
214,OnePlan,215,8/3/2018,Pass
215,OnePlan,216,8/4/2018,Pass
216,OnePlan,217,8/5/2018,Pass
217,OnePlan,218,8/6/2018,Fail
218,OnePlan,219,8/7/2018,Fail
219,OnePlan,220,8/8/2018,Pass
220,OnePlan,221,8/9/2018,Fail
221,OnePlan,222,8/10/2018,Fail
222,OnePlan,223,8/11/2018,Pass
223,OnePlan,224,8/12/2018,Pass
224,OnePlan,225,8/13/2018,Pass
225,OnePlan,226,8/14/2018,Fail
226,OnePlan,227,8/15/2018,Pass
227,OnePlan,228,8/16/2018,Fail
228,OnePlan,229,8/17/2018,Pass
229,OnePlan,230,8/18/2018,Fail
230,OnePlan,231,8/19/2018,Pass
231,OnePlan,232,8/20/2018,Pass
232,OnePlan,233,8/21/2018,Pass
233,OnePlan,234,8/22/2018,Fail
234,OnePlan,235,8/23/2018,Fail
235,OnePlan,236,8/24/2018,Fail
236,OnePlan,237,8/25/2018,Pass
237,OnePlan,238,8/26/2018,Fail
238,OnePlan,239,8/27/2018,Pass
239,OnePlan,240,8/28/2018,Pass
240,OnePlan,241,8/29/2018,Pass
241,OnePlan,242,8/30/2018,Fail
242,OnePlan,243,8/31/2018,Pass
243,OnePlan,244,9/1/2018,Fail
244,OnePlan,245,9/2/2018,Fail
245,OnePlan,246,9/3/2018,Fail
246,OnePlan,247,9/4/2018,Pass
247,OnePlan,248,9/5/2018,Pass
248,OnePlan,249,9/6/2018,Pass
249,OnePlan,250,9/7/2018,Pass
250,OnePlan,251,9/8/2018,Pass
251,OnePlan,252,9/9/2018,Pass
252,OnePlan,253,9/10/2018,Pass
253,OnePlan,254,9/11/2018,Pass
254,OnePlan,255,9/12/2018,Fail
255,OnePlan,256,9/13/2018,Fail
256,OnePlan,257,9/14/2018,Pass
257,OnePlan,258,9/15/2018,Pass
258,OnePlan,259,9/16/2018,Pass
259,OnePlan,260,9/17/2018,Pass
260,OnePlan,261,9/18/2018,Pass
261,OnePlan,262,9/19/2018,Pass
262,OnePlan,263,9/20/2018,Fail
263,OnePlan,264,9/21/2018,Pass
264,OnePlan,265,9/22/2018,Pass
265,OnePlan,266,9/23/2018,Fail
266,OnePlan,267,9/24/2018,Pass
267,OnePlan,268,9/25/2018,Pass
268,OnePlan,269,9/26/2018,Pass
269,OnePlan,270,9/27/2018,Fail
270,OnePlan,271,9/28/2018,Fail
271,OnePlan,272,9/29/2018,Pass
272,OnePlan,273,9/30/2018,Pass
273,OnePlan,274,10/1/2018,Fail
274,OnePlan,275,10/2/2018,Pass
275,OnePlan,276,10/3/2018,Pass
276,OnePlan,277,10/4/2018,Pass
277,OnePlan,278,10/5/2018,Fail
278,OnePlan,279,10/6/2018,Pass
279,OnePlan,280,10/7/2018,Pass
280,OnePlan,281,10/8/2018,Pass
281,OnePlan,282,10/9/2018,Fail
282,OnePlan,283,10/10/2018,Pass
283,OnePlan,284,10/11/2018,Pass
284,OnePlan,285,10/12/2018,Fail
285,OnePlan,286,10/13/2018,Pass
286,OnePlan,287,10/14/2018,Pass
287,OnePlan,288,10/15/2018,Pass
288,OnePlan,289,10/16/2018,Pass
289,OnePlan,290,10/17/2018,Pass
290,OnePlan,291,10/18/2018,Pass
291,OnePlan,292,10/19/2018,Pass
292,OnePlan,293,10/20/2018,Pass
293,OnePlan,294,10/21/2018,Pass
294,OnePlan,295,10/22/2018,Pass
295,OnePlan,296,10/23/2018,Pass
296,OnePlan,297,10/24/2018,Pass
297,OnePlan,298,10/25/2018,Pass
298,OnePlan,299,10/26/2018,Pass
299,OnePlan,300,10/27/2018,Pass
300,OnePlan,301,10/28/2018,Pass
301,OnePlan,302,10/29/2018,Pass
302,OnePlan,303,10/30/2018,Pass
303,OnePlan,304,10/31/2018,Fail
304,OnePlan,305,11/1/2018,Fail
305,OnePlan,306,11/2/2018,Fail
306,OnePlan,307,11/3/2018,Pass
307,OnePlan,308,11/4/2018,Pass
308,OnePlan,309,11/5/2018,Pass
309,OnePlan,310,11/6/2018,Fail
310,OnePlan,311,11/7/2018,Fail
311,OnePlan,312,11/8/2018,Fail
312,OnePlan,313,11/9/2018,Pass
313,OnePlan,314,11/10/2018,Pass
314,OnePlan,315,11/11/2018,Pass
315,OnePlan,316,11/12/2018,Fail
316,OnePlan,317,11/13/2018,Fail
317,OnePlan,318,11/14/2018,Pass
318,OnePlan,319,11/15/2018,Pass
319,OnePlan,320,11/16/2018,Fail
320,OnePlan,321,11/17/2018,Pass
321,OnePlan,322,11/18/2018,Pass
322,OnePlan,323,11/19/2018,Pass
323,OnePlan,324,11/20/2018,Pass
324,OnePlan,325,11/21/2018,Fail
325,OnePlan,326,11/22/2018,Pass
326,OnePlan,327,11/23/2018,Pass
327,OnePlan,328,11/24/2018,Pass
328,OnePlan,329,11/25/2018,Fail
329,OnePlan,330,11/26/2018,Pass
330,OnePlan,331,11/27/2018,Pass
331,OnePlan,332,11/28/2018,Fail
332,OnePlan,333,11/29/2018,Fail
333,OnePlan,334,11/30/2018,Pass
334,OnePlan,335,12/1/2018,Pass
335,OnePlan,336,12/2/2018,Pass
336,OnePlan,337,12/3/2018,Pass
337,OnePlan,338,12/4/2018,Pass
338,OnePlan,339,12/5/2018,Fail
339,OnePlan,340,12/6/2018,Fail
340,OnePlan,341,12/7/2018,Pass
341,OnePlan,342,12/8/2018,Fail
342,OnePlan,343,12/9/2018,Fail
343,OnePlan,344,12/10/2018,Pass
344,OnePlan,345,12/11/2018,Pass
345,OnePlan,346,12/12/2018,Fail
346,OnePlan,347,12/13/2018,Pass
347,OnePlan,348,12/14/2018,Pass
348,OnePlan,349,12/15/2018,Pass
349,OnePlan,350,12/16/2018,Fail
350,OnePlan,351,12/17/2018,Pass
351,OnePlan,352,12/18/2018,Pass
352,OnePlan,353,12/19/2018,Pass
353,OnePlan,354,12/20/2018,Pass
354,OnePlan,355,12/21/2018,Pass
355,OnePlan,356,12/22/2018,Pass
356,OnePlan,357,12/23/2018,Pass
357,OnePlan,358,12/24/2018,Pass
358,OnePlan,359,12/25/2018,Fail
359,OnePlan,360,12/26/2018,Pass
360,OnePlan,361,12/27/2018,Pass
361,OnePlan,362,12/28/2018,Pass
362,OnePlan,363,12/29/2018,Pass
363,OnePlan,364,12/30/2018,Pass
364,OnePlan,365,12/31/2018,Pass
365,COEA,1,1/1/2018,Fail
366,COEA,2,1/2/2018,Pass
367,COEA,3,1/3/2018,Pass
368,COEA,4,1/4/2018,Pass
369,COEA,5,1/5/2018,Pass
370,COEA,6,1/6/2018,Fail
371,COEA,7,1/7/2018,Fail
372,COEA,8,1/8/2018,Fail
373,COEA,9,1/9/2018,Pass
374,COEA,10,1/10/2018,Pass
375,COEA,11,1/11/2018,Pass
376,COEA,12,1/12/2018,Pass
377,COEA,13,1/13/2018,Pass
378,COEA,14,1/14/2018,Pass
379,COEA,15,1/15/2018,Pass
380,COEA,16,1/16/2018,Pass
381,COEA,17,1/17/2018,Fail
382,COEA,18,1/18/2018,Pass
383,COEA,19,1/19/2018,Fail
384,COEA,20,1/20/2018,Fail
385,COEA,21,1/21/2018,Fail
386,COEA,22,1/22/2018,Pass
387,COEA,23,1/23/2018,Pass
388,COEA,24,1/24/2018,Fail
389,COEA,25,1/25/2018,Fail
390,COEA,26,1/26/2018,Fail
391,COEA,27,1/27/2018,Pass
392,COEA,28,1/28/2018,Pass
393,COEA,29,1/29/2018,Pass
394,COEA,30,1/30/2018,Pass
395,COEA,31,1/31/2018,Fail
396,COEA,32,2/1/2018,Pass
397,COEA,33,2/2/2018,Pass
398,COEA,34,2/3/2018,Fail
399,COEA,35,2/4/2018,Pass
400,COEA,36,2/5/2018,Pass
401,COEA,37,2/6/2018,Pass
402,COEA,38,2/7/2018,Pass
403,COEA,39,2/8/2018,Pass
404,COEA,40,2/9/2018,Pass
405,COEA,41,2/10/2018,Fail
406,COEA,42,2/11/2018,Fail
407,COEA,43,2/12/2018,Pass
408,COEA,44,2/13/2018,Pass
409,COEA,45,2/14/2018,Pass
410,COEA,46,2/15/2018,Fail
411,COEA,47,2/16/2018,Pass
412,COEA,48,2/17/2018,Fail
413,COEA,49,2/18/2018,Fail
414,COEA,50,2/19/2018,Pass
415,COEA,51,2/20/2018,Pass
416,COEA,52,2/21/2018,Pass
417,COEA,53,2/22/2018,Fail
418,COEA,54,2/23/2018,Fail
419,COEA,55,2/24/2018,Fail
420,COEA,56,2/25/2018,Pass
421,COEA,57,2/26/2018,Fail
422,COEA,58,2/27/2018,Fail
423,COEA,59,2/28/2018,Fail
424,COEA,60,3/1/2018,Fail
425,COEA,61,3/2/2018,Pass
426,COEA,62,3/3/2018,Fail
427,COEA,63,3/4/2018,Fail
428,COEA,64,3/5/2018,Pass
429,COEA,65,3/6/2018,Pass
430,COEA,66,3/7/2018,Pass
431,COEA,67,3/8/2018,Fail
432,COEA,68,3/9/2018,Pass
433,COEA,69,3/10/2018,Fail
434,COEA,70,3/11/2018,Fail
435,COEA,71,3/12/2018,Fail
436,COEA,72,3/13/2018,Fail
437,COEA,73,3/14/2018,Pass
438,COEA,74,3/15/2018,Pass
439,COEA,75,3/16/2018,Fail
440,COEA,76,3/17/2018,Pass
441,COEA,77,3/18/2018,Pass
442,COEA,78,3/19/2018,Pass
443,COEA,79,3/20/2018,Pass
444,COEA,80,3/21/2018,Fail
445,COEA,81,3/22/2018,Pass
446,COEA,82,3/23/2018,Fail
447,COEA,83,3/24/2018,Pass
448,COEA,84,3/25/2018,Fail
449,COEA,85,3/26/2018,Fail
450,COEA,86,3/27/2018,Fail
451,COEA,87,3/28/2018,Fail
452,COEA,88,3/29/2018,Pass
453,COEA,89,3/30/2018,Fail
454,COEA,90,3/31/2018,Pass
455,COEA,91,4/1/2018,Pass
456,COEA,92,4/2/2018,Pass
457,COEA,93,4/3/2018,Fail
458,COEA,94,4/4/2018,Fail
459,COEA,95,4/5/2018,Fail
460,COEA,96,4/6/2018,Pass
461,COEA,97,4/7/2018,Pass
462,COEA,98,4/8/2018,Pass
463,COEA,99,4/9/2018,Fail
464,COEA,100,4/10/2018,Pass
465,COEA,101,4/11/2018,Pass
466,COEA,102,4/12/2018,Fail
467,COEA,103,4/13/2018,Fail
468,COEA,104,4/14/2018,Pass
469,COEA,105,4/15/2018,Pass
470,COEA,106,4/16/2018,Fail
471,COEA,107,4/17/2018,Pass
472,COEA,108,4/18/2018,Pass
473,COEA,109,4/19/2018,Fail
474,COEA,110,4/20/2018,Pass
475,COEA,111,4/21/2018,Pass
476,COEA,112,4/22/2018,Pass
477,COEA,113,4/23/2018,Pass
478,COEA,114,4/24/2018,Fail
479,COEA,115,4/25/2018,Pass
480,COEA,116,4/26/2018,Pass
481,COEA,117,4/27/2018,Fail
482,COEA,118,4/28/2018,Fail
483,COEA,119,4/29/2018,Fail
484,COEA,120,4/30/2018,Pass
485,COEA,121,5/1/2018,Fail
486,COEA,122,5/2/2018,Pass
487,COEA,123,5/3/2018,Fail
488,COEA,124,5/4/2018,Fail
489,COEA,125,5/5/2018,Fail
490,COEA,126,5/6/2018,Pass
491,COEA,127,5/7/2018,Pass
492,COEA,128,5/8/2018,Fail
493,COEA,129,5/9/2018,Pass
494,COEA,130,5/10/2018,Pass
495,COEA,131,5/11/2018,Pass
496,COEA,132,5/12/2018,Pass
497,COEA,133,5/13/2018,Pass
498,COEA,134,5/14/2018,Pass
499,COEA,135,5/15/2018,Pass
500,COEA,136,5/16/2018,Pass
501,COEA,137,5/17/2018,Pass
502,COEA,138,5/18/2018,Pass
503,COEA,139,5/19/2018,Fail
504,COEA,140,5/20/2018,Fail
505,COEA,141,5/21/2018,Fail
506,COEA,142,5/22/2018,Pass
507,COEA,143,5/23/2018,Pass
508,COEA,144,5/24/2018,Pass
509,COEA,145,5/25/2018,Pass
510,COEA,146,5/26/2018,Fail
511,COEA,147,5/27/2018,Pass
512,COEA,148,5/28/2018,Fail
513,COEA,149,5/29/2018,Fail
514,COEA,150,5/30/2018,Pass
515,COEA,151,5/31/2018,Fail
516,COEA,152,6/1/2018,Fail
517,COEA,153,6/2/2018,Pass
518,COEA,154,6/3/2018,Fail
519,COEA,155,6/4/2018,Pass
520,COEA,156,6/5/2018,Pass
521,COEA,157,6/6/2018,Pass
522,COEA,158,6/7/2018,Pass
523,COEA,159,6/8/2018,Fail
524,COEA,160,6/9/2018,Fail
525,COEA,161,6/10/2018,Pass
526,COEA,162,6/11/2018,Fail
527,COEA,163,6/12/2018,Pass
528,COEA,164,6/13/2018,Fail
529,COEA,165,6/14/2018,Fail
530,COEA,166,6/15/2018,Fail
531,COEA,167,6/16/2018,Pass
532,COEA,168,6/17/2018,Pass
533,COEA,169,6/18/2018,Pass
534,COEA,170,6/19/2018,Fail
535,COEA,171,6/20/2018,Fail
536,COEA,172,6/21/2018,Pass
537,COEA,173,6/22/2018,Pass
538,COEA,174,6/23/2018,Fail
539,COEA,175,6/24/2018,Fail
540,COEA,176,6/25/2018,Pass
541,COEA,177,6/26/2018,Fail
542,COEA,178,6/27/2018,Pass
543,COEA,179,6/28/2018,Pass
544,COEA,180,6/29/2018,Fail
545,COEA,181,6/30/2018,Pass
546,COEA,182,7/1/2018,Fail
547,COEA,183,7/2/2018,Pass
548,COEA,184,7/3/2018,Fail
549,COEA,185,7/4/2018,Fail
550,COEA,186,7/5/2018,Fail
551,COEA,187,7/6/2018,Pass
552,COEA,188,7/7/2018,Fail
553,COEA,189,7/8/2018,Fail
554,COEA,190,7/9/2018,Pass
555,COEA,191,7/10/2018,Fail
556,COEA,192,7/11/2018,Fail
557,COEA,193,7/12/2018,Pass
558,COEA,194,7/13/2018,Fail
559,COEA,195,7/14/2018,Fail
560,COEA,196,7/15/2018,Fail
561,COEA,197,7/16/2018,Pass
562,COEA,198,7/17/2018,Pass
563,COEA,199,7/18/2018,Pass
564,COEA,200,7/19/2018,Fail
565,COEA,201,7/20/2018,Fail
566,COEA,202,7/21/2018,Pass
567,COEA,203,7/22/2018,Pass
568,COEA,204,7/23/2018,Fail
569,COEA,205,7/24/2018,Pass
570,COEA,206,7/25/2018,Pass
571,COEA,207,7/26/2018,Fail
572,COEA,208,7/27/2018,Fail
573,COEA,209,7/28/2018,Fail
574,COEA,210,7/29/2018,Pass
575,COEA,211,7/30/2018,Fail
576,COEA,212,7/31/2018,Fail
577,COEA,213,8/1/2018,Fail
578,COEA,214,8/2/2018,Fail
579,COEA,215,8/3/2018,Fail
580,COEA,216,8/4/2018,Pass
581,COEA,217,8/5/2018,Fail
582,COEA,218,8/6/2018,Pass
583,COEA,219,8/7/2018,Fail
584,COEA,220,8/8/2018,Pass
585,COEA,221,8/9/2018,Fail
586,COEA,222,8/10/2018,Fail
587,COEA,223,8/11/2018,Pass
588,COEA,224,8/12/2018,Fail
589,COEA,225,8/13/2018,Pass
590,COEA,226,8/14/2018,Fail
591,COEA,227,8/15/2018,Fail
592,COEA,228,8/16/2018,Pass
593,COEA,229,8/17/2018,Pass
594,COEA,230,8/18/2018,Pass
595,COEA,231,8/19/2018,Pass
596,COEA,232,8/20/2018,Pass
597,COEA,233,8/21/2018,Fail
598,COEA,234,8/22/2018,Fail
599,COEA,235,8/23/2018,Fail
600,COEA,236,8/24/2018,Pass
601,COEA,237,8/25/2018,Pass
602,COEA,238,8/26/2018,Pass
603,COEA,239,8/27/2018,Fail
604,COEA,240,8/28/2018,Pass
605,COEA,241,8/29/2018,Fail
606,COEA,242,8/30/2018,Pass
607,COEA,243,8/31/2018,Pass
608,COEA,244,9/1/2018,Pass
609,COEA,245,9/2/2018,Pass
610,COEA,246,9/3/2018,Pass
611,COEA,247,9/4/2018,Pass
612,COEA,248,9/5/2018,Fail
613,COEA,249,9/6/2018,Pass
614,COEA,250,9/7/2018,Pass
615,COEA,251,9/8/2018,Pass
616,COEA,252,9/9/2018,Fail
617,COEA,253,9/10/2018,Pass
618,COEA,254,9/11/2018,Pass
619,COEA,255,9/12/2018,Pass
620,COEA,256,9/13/2018,Fail
621,COEA,257,9/14/2018,Fail
622,COEA,258,9/15/2018,Fail
623,COEA,259,9/16/2018,Pass
624,COEA,260,9/17/2018,Fail
625,COEA,261,9/18/2018,Fail
626,COEA,262,9/19/2018,Pass
627,COEA,263,9/20/2018,Pass
628,COEA,264,9/21/2018,Fail
629,COEA,265,9/22/2018,Fail
630,COEA,266,9/23/2018,Pass
631,COEA,267,9/24/2018,Pass
632,COEA,268,9/25/2018,Pass
633,COEA,269,9/26/2018,Pass
634,COEA,270,9/27/2018,Pass
635,COEA,271,9/28/2018,Pass
636,COEA,272,9/29/2018,Fail
637,COEA,273,9/30/2018,Pass
638,COEA,274,10/1/2018,Pass
639,COEA,275,10/2/2018,Pass
640,COEA,276,10/3/2018,Pass
641,COEA,277,10/4/2018,Pass
642,COEA,278,10/5/2018,Pass
643,COEA,279,10/6/2018,Fail
644,COEA,280,10/7/2018,Pass
645,COEA,281,10/8/2018,Fail
646,COEA,282,10/9/2018,Pass
647,COEA,283,10/10/2018,Pass
648,COEA,284,10/11/2018,Pass
649,COEA,285,10/12/2018,Pass
650,COEA,286,10/13/2018,Fail
651,COEA,287,10/14/2018,Pass
652,COEA,288,10/15/2018,Fail
653,COEA,289,10/16/2018,Pass
654,COEA,290,10/17/2018,Pass
655,COEA,291,10/18/2018,Pass
656,COEA,292,10/19/2018,Pass
657,COEA,293,10/20/2018,Pass
658,COEA,294,10/21/2018,Fail
659,COEA,295,10/22/2018,Fail
660,COEA,296,10/23/2018,Fail
661,COEA,297,10/24/2018,Pass
662,COEA,298,10/25/2018,Pass
663,COEA,299,10/26/2018,Pass
664,COEA,300,10/27/2018,Pass
665,COEA,301,10/28/2018,Pass
666,COEA,302,10/29/2018,Pass
667,COEA,303,10/30/2018,Fail
668,COEA,304,10/31/2018,Fail
669,COEA,305,11/1/2018,Pass
670,COEA,306,11/2/2018,Fail
671,COEA,307,11/3/2018,Fail
672,COEA,308,11/4/2018,Fail
673,COEA,309,11/5/2018,Fail
674,COEA,310,11/6/2018,Pass
675,COEA,311,11/7/2018,Fail
676,COEA,312,11/8/2018,Fail
677,COEA,313,11/9/2018,Pass
678,COEA,314,11/10/2018,Pass
679,COEA,315,11/11/2018,Pass
680,COEA,316,11/12/2018,Pass
681,COEA,317,11/13/2018,Pass
682,COEA,318,11/14/2018,Pass
683,COEA,319,11/15/2018,Pass
684,COEA,320,11/16/2018,Pass
685,COEA,321,11/17/2018,Fail
686,COEA,322,11/18/2018,Pass
687,COEA,323,11/19/2018,Pass
688,COEA,324,11/20/2018,Pass
689,COEA,325,11/21/2018,Fail
690,COEA,326,11/22/2018,Fail
691,COEA,327,11/23/2018,Pass
692,COEA,328,11/24/2018,Pass
693,COEA,329,11/25/2018,Pass
694,COEA,330,11/26/2018,Pass
695,COEA,331,11/27/2018,Fail
