,AppName,TCID,EXEDATE,Status
53,OnePlan,54,2/23/2016,Pass
54,OnePlan,55,2/24/2016,Fail
55,OnePlan,56,2/25/2016,Fail
56,OnePlan,57,2/26/2016,Pass
57,OnePlan,58,2/27/2016,Pass
58,OnePlan,59,2/28/2016,Fail
59,OnePlan,60,2/29/2016,Fail
60,OnePlan,61,3/1/2016,Pass
61,OnePlan,62,3/2/2016,Pass
62,OnePlan,63,3/3/2016,Fail
63,OnePlan,64,3/4/2016,Pass
64,OnePlan,65,3/5/2016,Fail
65,OnePlan,66,3/6/2016,Pass
66,OnePlan,67,3/7/2016,Pass
67,OnePlan,68,3/8/2016,Pass
68,OnePlan,69,3/9/2016,Pass
69,OnePlan,70,3/10/2016,Pass
70,OnePlan,71,3/11/2016,Fail
71,OnePlan,72,3/12/2016,Pass
72,OnePlan,73,3/13/2016,Fail
73,OnePlan,74,3/14/2016,Fail
74,OnePlan,75,3/15/2016,Pass
75,OnePlan,76,3/16/2016,Pass
76,OnePlan,77,3/17/2016,Pass
77,OnePlan,78,3/18/2016,Pass
78,OnePlan,79,3/19/2016,Pass
79,OnePlan,80,3/20/2016,Pass
80,OnePlan,81,3/21/2016,Fail
81,OnePlan,82,3/22/2016,Fail
82,OnePlan,83,3/23/2016,Fail
83,OnePlan,84,3/24/2016,Fail
84,OnePlan,85,3/25/2016,Fail
85,OnePlan,86,3/26/2016,Pass
86,OnePlan,87,3/27/2016,Pass
87,OnePlan,88,3/28/2016,Fail
88,OnePlan,89,3/29/2016,Fail
89,OnePlan,90,3/30/2016,Pass
90,OnePlan,91,3/31/2016,Pass
91,OnePlan,92,4/1/2016,Pass
92,OnePlan,93,4/2/2016,Pass
93,OnePlan,94,4/3/2016,Pass
94,OnePlan,95,4/4/2016,Pass
95,OnePlan,96,4/5/2016,Pass
96,OnePlan,97,4/6/2016,Pass
97,OnePlan,98,4/7/2016,Fail
98,OnePlan,99,4/8/2016,Pass
99,OnePlan,100,4/9/2016,Pass
100,OnePlan,101,4/10/2016,Pass
101,OnePlan,102,4/11/2016,Fail
102,OnePlan,103,4/12/2016,Pass
103,OnePlan,104,4/13/2016,Pass
104,OnePlan,105,4/14/2016,Pass
105,OnePlan,106,4/15/2016,Pass
106,OnePlan,107,4/16/2016,Fail
107,OnePlan,108,4/17/2016,Pass
108,OnePlan,109,4/18/2016,Pass
109,OnePlan,110,4/19/2016,Fail
110,OnePlan,111,4/20/2016,Pass
111,OnePlan,112,4/21/2016,Pass
112,OnePlan,113,4/22/2016,Pass
113,OnePlan,114,4/23/2016,Fail
114,OnePlan,115,4/24/2016,Fail
115,OnePlan,116,4/25/2016,Pass
116,OnePlan,117,4/26/2016,Fail
117,OnePlan,118,4/27/2016,Pass
118,OnePlan,119,4/28/2016,Pass
119,OnePlan,120,4/29/2016,Fail
120,OnePlan,121,4/30/2016,Pass
121,OnePlan,122,5/1/2016,Pass
122,OnePlan,123,5/2/2016,Pass
123,OnePlan,124,5/3/2016,Fail
124,OnePlan,125,5/4/2016,Pass
125,OnePlan,126,5/5/2016,Pass
126,OnePlan,127,5/6/2016,Pass
127,OnePlan,128,5/7/2016,Pass
128,OnePlan,129,5/8/2016,Pass
129,OnePlan,130,5/9/2016,Pass
130,OnePlan,131,5/10/2016,Fail
131,OnePlan,132,5/11/2016,Pass
132,OnePlan,133,5/12/2016,Pass
133,OnePlan,134,5/13/2016,Pass
134,OnePlan,135,5/14/2016,Fail
135,OnePlan,136,5/15/2016,Fail
136,OnePlan,137,5/16/2016,Pass
137,OnePlan,138,5/17/2016,Pass
138,OnePlan,139,5/18/2016,Fail
139,OnePlan,140,5/19/2016,Pass
140,OnePlan,141,5/20/2016,Fail
141,OnePlan,142,5/21/2016,Fail
142,OnePlan,143,5/22/2016,Fail
143,OnePlan,144,5/23/2016,Fail
144,OnePlan,145,5/24/2016,Pass
145,OnePlan,146,5/25/2016,Pass
146,OnePlan,147,5/26/2016,Pass
147,OnePlan,148,5/27/2016,Fail
148,OnePlan,149,5/28/2016,Fail
149,OnePlan,150,5/29/2016,Pass
150,OnePlan,151,5/30/2016,Fail
151,OnePlan,152,5/31/2016,Pass
152,OnePlan,153,6/1/2016,Pass
153,OnePlan,154,6/2/2016,Pass
154,OnePlan,155,6/3/2016,Pass
155,OnePlan,156,6/4/2016,Pass
156,OnePlan,157,6/5/2016,Pass
157,OnePlan,158,6/6/2016,Pass
158,OnePlan,159,6/7/2016,Fail
159,OnePlan,160,6/8/2016,Pass
160,OnePlan,161,6/9/2016,Fail
161,OnePlan,162,6/10/2016,Pass
162,OnePlan,163,6/11/2016,Fail
163,OnePlan,164,6/12/2016,Fail
164,OnePlan,165,6/13/2016,Pass
165,OnePlan,166,6/14/2016,Pass
166,OnePlan,167,6/15/2016,Fail
167,OnePlan,168,6/16/2016,Pass
168,OnePlan,169,6/17/2016,Pass
169,OnePlan,170,6/18/2016,Fail
170,OnePlan,171,6/19/2016,Pass
171,OnePlan,172,6/20/2016,Fail
172,OnePlan,173,6/21/2016,Pass
173,OnePlan,174,6/22/2016,Pass
174,OnePlan,175,6/23/2016,Pass
175,OnePlan,176,6/24/2016,Pass
176,OnePlan,177,6/25/2016,Pass
177,OnePlan,178,6/26/2016,Pass
178,OnePlan,179,6/27/2016,Fail
179,OnePlan,180,6/28/2016,Pass
180,OnePlan,181,6/29/2016,Pass
181,OnePlan,182,6/30/2016,Fail
182,OnePlan,183,7/1/2016,Pass
183,OnePlan,184,7/2/2016,Pass
184,OnePlan,185,7/3/2016,Pass
185,OnePlan,186,7/4/2016,Fail
186,OnePlan,187,7/5/2016,Fail
187,OnePlan,188,7/6/2016,Fail
188,OnePlan,189,7/7/2016,Pass
189,OnePlan,190,7/8/2016,Fail
190,OnePlan,191,7/9/2016,Pass
191,OnePlan,192,7/10/2016,Pass
192,OnePlan,193,7/11/2016,Fail
193,OnePlan,194,7/12/2016,Pass
194,OnePlan,195,7/13/2016,Fail
195,OnePlan,196,7/14/2016,Pass
196,OnePlan,197,7/15/2016,Fail
197,OnePlan,198,7/16/2016,Fail
198,OnePlan,199,7/17/2016,Pass
199,OnePlan,200,7/18/2016,Pass
200,OnePlan,201,7/19/2016,Pass
201,OnePlan,202,7/20/2016,Pass
202,OnePlan,203,7/21/2016,Pass
203,OnePlan,204,7/22/2016,Fail
204,OnePlan,205,7/23/2016,Fail
205,OnePlan,206,7/24/2016,Pass
206,OnePlan,207,7/25/2016,Pass
207,OnePlan,208,7/26/2016,Fail
208,OnePlan,209,7/27/2016,Pass
209,OnePlan,210,7/28/2016,Fail
210,OnePlan,211,7/29/2016,Pass
211,OnePlan,212,7/30/2016,Fail
212,OnePlan,213,7/31/2016,Fail
213,OnePlan,214,8/1/2016,Fail
214,OnePlan,215,8/2/2016,Fail
215,OnePlan,216,8/3/2016,Pass
216,OnePlan,217,8/4/2016,Pass
217,OnePlan,218,8/5/2016,Pass
218,OnePlan,219,8/6/2016,Pass
219,OnePlan,220,8/7/2016,Fail
220,OnePlan,221,8/8/2016,Pass
221,OnePlan,222,8/9/2016,Fail
222,OnePlan,223,8/10/2016,Pass
223,OnePlan,224,8/11/2016,Pass
224,OnePlan,225,8/12/2016,Fail
225,OnePlan,226,8/13/2016,Fail
226,OnePlan,227,8/14/2016,Fail
227,OnePlan,228,8/15/2016,Pass
228,OnePlan,229,8/16/2016,Fail
229,OnePlan,230,8/17/2016,Fail
230,OnePlan,231,8/18/2016,Pass
231,OnePlan,232,8/19/2016,Pass
232,OnePlan,233,8/20/2016,Fail
233,OnePlan,234,8/21/2016,Pass
234,OnePlan,235,8/22/2016,Pass
235,OnePlan,236,8/23/2016,Fail
236,OnePlan,237,8/24/2016,Fail
237,OnePlan,238,8/25/2016,Fail
238,OnePlan,239,8/26/2016,Pass
239,OnePlan,240,8/27/2016,Fail
240,OnePlan,241,8/28/2016,Fail
241,OnePlan,242,8/29/2016,Pass
242,OnePlan,243,8/30/2016,Pass
243,OnePlan,244,8/31/2016,Fail
244,OnePlan,245,9/1/2016,Pass
245,OnePlan,246,9/2/2016,Fail
246,OnePlan,247,9/3/2016,Fail
247,OnePlan,248,9/4/2016,Fail
248,OnePlan,249,9/5/2016,Fail
249,OnePlan,250,9/6/2016,Fail
250,OnePlan,251,9/7/2016,Pass
251,OnePlan,252,9/8/2016,Pass
252,OnePlan,253,9/9/2016,Fail
253,OnePlan,254,9/10/2016,Pass
254,OnePlan,255,9/11/2016,Pass
255,OnePlan,256,9/12/2016,Pass
256,OnePlan,257,9/13/2016,Pass
257,OnePlan,258,9/14/2016,Fail
258,OnePlan,259,9/15/2016,Pass
259,OnePlan,260,9/16/2016,Pass
260,OnePlan,261,9/17/2016,Pass
261,OnePlan,262,9/18/2016,Fail
262,OnePlan,263,9/19/2016,Fail
263,OnePlan,264,9/20/2016,Fail
264,OnePlan,265,9/21/2016,Pass
265,OnePlan,266,9/22/2016,Fail
266,OnePlan,267,9/23/2016,Fail
267,OnePlan,268,9/24/2016,Pass
268,OnePlan,269,9/25/2016,Pass
269,OnePlan,270,9/26/2016,Pass
270,OnePlan,271,9/27/2016,Fail
271,OnePlan,272,9/28/2016,Pass
272,OnePlan,273,9/29/2016,Pass
273,OnePlan,274,9/30/2016,Pass
274,OnePlan,275,10/1/2016,Pass
275,OnePlan,276,10/2/2016,Pass
276,OnePlan,277,10/3/2016,Pass
277,OnePlan,278,10/4/2016,Pass
278,OnePlan,279,10/5/2016,Fail
279,OnePlan,280,10/6/2016,Fail
280,OnePlan,281,10/7/2016,Pass
281,OnePlan,282,10/8/2016,Fail
282,OnePlan,283,10/9/2016,Pass
283,OnePlan,284,10/10/2016,Fail
284,OnePlan,285,10/11/2016,Pass
285,OnePlan,286,10/12/2016,Pass
286,OnePlan,287,10/13/2016,Fail
287,OnePlan,288,10/14/2016,Pass
288,OnePlan,289,10/15/2016,Pass
289,OnePlan,290,10/16/2016,Pass
290,OnePlan,291,10/17/2016,Fail
291,OnePlan,292,10/18/2016,Fail
292,OnePlan,293,10/19/2016,Fail
293,OnePlan,294,10/20/2016,Pass
294,OnePlan,295,10/21/2016,Pass
295,OnePlan,296,10/22/2016,Pass
296,OnePlan,297,10/23/2016,Pass
297,OnePlan,298,10/24/2016,Pass
298,OnePlan,299,10/25/2016,Pass
299,OnePlan,300,10/26/2016,Pass
300,OnePlan,301,10/27/2016,Fail
301,OnePlan,302,10/28/2016,Pass
302,OnePlan,303,10/29/2016,Fail
303,OnePlan,304,10/30/2016,Fail
304,OnePlan,305,10/31/2016,Fail
305,OnePlan,306,11/1/2016,Pass
306,OnePlan,307,11/2/2016,Fail
307,OnePlan,308,11/3/2016,Pass
308,OnePlan,309,11/4/2016,Fail
309,OnePlan,310,11/5/2016,Pass
310,OnePlan,311,11/6/2016,Pass
311,OnePlan,312,11/7/2016,Pass
312,OnePlan,313,11/8/2016,Pass
313,OnePlan,314,11/9/2016,Pass
314,OnePlan,315,11/10/2016,Fail
315,OnePlan,316,11/11/2016,Pass
316,OnePlan,317,11/12/2016,Fail
317,OnePlan,318,11/13/2016,Fail
318,OnePlan,319,11/14/2016,Pass
319,OnePlan,320,11/15/2016,Pass
320,OnePlan,321,11/16/2016,Fail
321,OnePlan,322,11/17/2016,Pass
322,OnePlan,323,11/18/2016,Fail
323,OnePlan,324,11/19/2016,Fail
324,OnePlan,325,11/20/2016,Pass
325,OnePlan,326,11/21/2016,Pass
326,OnePlan,327,11/22/2016,Fail
327,OnePlan,328,11/23/2016,Pass
328,OnePlan,329,11/24/2016,Fail
329,OnePlan,330,11/25/2016,Pass
330,OnePlan,331,11/26/2016,Pass
331,OnePlan,332,11/27/2016,Pass
332,OnePlan,333,11/28/2016,Fail
333,OnePlan,334,11/29/2016,Pass
334,OnePlan,335,11/30/2016,Fail
335,OnePlan,336,12/1/2016,Fail
336,OnePlan,337,12/2/2016,Pass
337,OnePlan,338,12/3/2016,Fail
338,OnePlan,339,12/4/2016,Pass
339,OnePlan,340,12/5/2016,Fail
340,OnePlan,341,12/6/2016,Fail
341,OnePlan,342,12/7/2016,Fail
342,OnePlan,343,12/8/2016,Fail
343,OnePlan,344,12/9/2016,Fail
344,OnePlan,345,12/10/2016,Pass
345,OnePlan,346,12/11/2016,Fail
346,OnePlan,347,12/12/2016,Fail
347,OnePlan,348,12/13/2016,Pass
348,OnePlan,349,12/14/2016,Fail
349,OnePlan,350,12/15/2016,Fail
350,OnePlan,351,12/16/2016,Pass
351,OnePlan,352,12/17/2016,Pass
352,OnePlan,353,12/18/2016,Pass
353,OnePlan,354,12/19/2016,Pass
354,OnePlan,355,12/20/2016,Pass
355,OnePlan,356,12/21/2016,Pass
356,OnePlan,357,12/22/2016,Pass
357,OnePlan,358,12/23/2016,Fail
358,OnePlan,359,12/24/2016,Pass
359,OnePlan,360,12/25/2016,Fail
360,OnePlan,361,12/26/2016,Pass
361,OnePlan,362,12/27/2016,Pass
362,OnePlan,363,12/28/2016,Pass
363,OnePlan,364,12/29/2016,Fail
364,OnePlan,365,12/30/2016,Fail
365,OnePlan,366,12/31/2016,Pass
366,VPlan,1,1/1/2016,Fail
367,VPlan,2,1/2/2016,Pass
368,VPlan,3,1/3/2016,Fail
369,VPlan,4,1/4/2016,Pass
370,VPlan,5,1/5/2016,Pass
371,VPlan,6,1/6/2016,Fail
372,VPlan,7,1/7/2016,Pass
373,VPlan,8,1/8/2016,Pass
374,VPlan,9,1/9/2016,Fail
375,VPlan,10,1/10/2016,Pass
376,VPlan,11,1/11/2016,Pass
377,VPlan,12,1/12/2016,Fail
378,VPlan,13,1/13/2016,Pass
379,VPlan,14,1/14/2016,Pass
380,VPlan,15,1/15/2016,Pass
381,VPlan,16,1/16/2016,Fail
382,VPlan,17,1/17/2016,Fail
383,VPlan,18,1/18/2016,Fail
384,VPlan,19,1/19/2016,Fail
385,VPlan,20,1/20/2016,Pass
386,VPlan,21,1/21/2016,Pass
387,VPlan,22,1/22/2016,Pass
388,VPlan,23,1/23/2016,Fail
389,VPlan,24,1/24/2016,Fail
390,VPlan,25,1/25/2016,Pass
391,VPlan,26,1/26/2016,Pass
392,VPlan,27,1/27/2016,Fail
393,VPlan,28,1/28/2016,Pass
394,VPlan,29,1/29/2016,Pass
395,VPlan,30,1/30/2016,Fail
396,VPlan,31,1/31/2016,Pass
397,VPlan,32,2/1/2016,Fail
398,VPlan,33,2/2/2016,Pass
399,VPlan,34,2/3/2016,Fail
400,VPlan,35,2/4/2016,Pass
401,VPlan,36,2/5/2016,Fail
402,VPlan,37,2/6/2016,Fail
403,VPlan,38,2/7/2016,Pass
404,VPlan,39,2/8/2016,Pass
405,VPlan,40,2/9/2016,Pass
406,VPlan,41,2/10/2016,Fail
407,VPlan,42,2/11/2016,Pass
408,VPlan,43,2/12/2016,Fail
409,VPlan,44,2/13/2016,Pass
410,VPlan,45,2/14/2016,Fail
411,VPlan,46,2/15/2016,Pass
412,VPlan,47,2/16/2016,Fail
413,VPlan,48,2/17/2016,Fail
414,VPlan,49,2/18/2016,Fail
415,VPlan,50,2/19/2016,Fail
416,VPlan,51,2/20/2016,Fail
417,VPlan,52,2/21/2016,Pass
418,VPlan,53,2/22/2016,Fail
419,VPlan,54,2/23/2016,Fail
420,VPlan,55,2/24/2016,Fail
421,VPlan,56,2/25/2016,Pass
422,VPlan,57,2/26/2016,Fail
423,VPlan,58,2/27/2016,Pass
424,VPlan,59,2/28/2016,Pass
425,VPlan,60,2/29/2016,Pass
426,VPlan,61,3/1/2016,Pass
427,VPlan,62,3/2/2016,Pass
428,VPlan,63,3/3/2016,Fail
429,VPlan,64,3/4/2016,Fail
430,VPlan,65,3/5/2016,Pass
431,VPlan,66,3/6/2016,Fail
432,VPlan,67,3/7/2016,Pass
433,VPlan,68,3/8/2016,Fail
434,VPlan,69,3/9/2016,Fail
435,VPlan,70,3/10/2016,Pass
436,VPlan,71,3/11/2016,Fail
437,VPlan,72,3/12/2016,Pass
438,VPlan,73,3/13/2016,Pass
439,VPlan,74,3/14/2016,Pass
440,VPlan,75,3/15/2016,Fail
441,VPlan,76,3/16/2016,Pass
442,VPlan,77,3/17/2016,Fail
443,VPlan,78,3/18/2016,Fail
444,VPlan,79,3/19/2016,Fail
445,VPlan,80,3/20/2016,Pass
446,VPlan,81,3/21/2016,Pass
447,VPlan,82,3/22/2016,Pass
448,VPlan,83,3/23/2016,Pass
449,VPlan,84,3/24/2016,Pass
450,VPlan,85,3/25/2016,Pass
451,VPlan,86,3/26/2016,Fail
452,VPlan,87,3/27/2016,Fail
453,VPlan,88,3/28/2016,Fail
454,VPlan,89,3/29/2016,Pass
455,VPlan,90,3/30/2016,Pass
456,VPlan,91,3/31/2016,Fail
457,VPlan,92,4/1/2016,Fail
458,VPlan,93,4/2/2016,Pass
459,VPlan,94,4/3/2016,Fail
460,VPlan,95,4/4/2016,Fail
461,VPlan,96,4/5/2016,Pass
462,VPlan,97,4/6/2016,Pass
463,VPlan,98,4/7/2016,Pass
464,VPlan,99,4/8/2016,Fail
465,VPlan,100,4/9/2016,Pass
466,VPlan,101,4/10/2016,Pass
467,VPlan,102,4/11/2016,Pass
468,VPlan,103,4/12/2016,Pass
469,VPlan,104,4/13/2016,Pass
470,VPlan,105,4/14/2016,Pass
471,VPlan,106,4/15/2016,Fail
472,VPlan,107,4/16/2016,Pass
473,VPlan,108,4/17/2016,Pass
474,VPlan,109,4/18/2016,Pass
475,VPlan,110,4/19/2016,Pass
476,VPlan,111,4/20/2016,Pass
477,VPlan,112,4/21/2016,Pass
478,VPlan,113,4/22/2016,Pass
479,VPlan,114,4/23/2016,Pass
480,VPlan,115,4/24/2016,Pass
481,VPlan,116,4/25/2016,Pass
482,VPlan,117,4/26/2016,Fail
483,VPlan,118,4/27/2016,Pass
484,VPlan,119,4/28/2016,Pass
485,VPlan,120,4/29/2016,Fail
486,VPlan,121,4/30/2016,Pass
487,VPlan,122,5/1/2016,Pass
488,VPlan,123,5/2/2016,Fail
489,VPlan,124,5/3/2016,Pass
490,VPlan,125,5/4/2016,Fail
491,VPlan,126,5/5/2016,Pass
492,VPlan,127,5/6/2016,Pass
493,VPlan,128,5/7/2016,Fail
494,VPlan,129,5/8/2016,Pass
495,VPlan,130,5/9/2016,Pass
496,VPlan,131,5/10/2016,Pass
497,VPlan,132,5/11/2016,Fail
498,VPlan,133,5/12/2016,Fail
499,VPlan,134,5/13/2016,Pass
500,VPlan,135,5/14/2016,Fail
501,VPlan,136,5/15/2016,Pass
502,VPlan,137,5/16/2016,Fail
503,VPlan,138,5/17/2016,Pass
504,VPlan,139,5/18/2016,Pass
505,VPlan,140,5/19/2016,Fail
506,VPlan,141,5/20/2016,Fail
507,VPlan,142,5/21/2016,Fail
508,VPlan,143,5/22/2016,Pass
509,VPlan,144,5/23/2016,Fail
510,VPlan,145,5/24/2016,Pass
511,VPlan,146,5/25/2016,Fail
512,VPlan,147,5/26/2016,Fail
513,VPlan,148,5/27/2016,Pass
514,VPlan,149,5/28/2016,Pass
515,VPlan,150,5/29/2016,Pass
516,VPlan,151,5/30/2016,Pass
517,VPlan,152,5/31/2016,Pass
518,VPlan,153,6/1/2016,Fail
519,VPlan,154,6/2/2016,Pass
520,VPlan,155,6/3/2016,Fail
521,VPlan,156,6/4/2016,Fail
522,VPlan,157,6/5/2016,Pass
523,VPlan,158,6/6/2016,Fail
524,VPlan,159,6/7/2016,Fail
525,VPlan,160,6/8/2016,Pass
526,VPlan,161,6/9/2016,Pass
527,VPlan,162,6/10/2016,Pass
528,VPlan,163,6/11/2016,Fail
529,VPlan,164,6/12/2016,Pass
530,VPlan,165,6/13/2016,Fail
531,VPlan,166,6/14/2016,Pass
532,VPlan,167,6/15/2016,Pass
533,VPlan,168,6/16/2016,Fail
534,VPlan,169,6/17/2016,Fail
535,VPlan,170,6/18/2016,Pass
536,VPlan,171,6/19/2016,Fail
537,VPlan,172,6/20/2016,Pass
538,VPlan,173,6/21/2016,Pass
539,VPlan,174,6/22/2016,Pass
540,VPlan,175,6/23/2016,Fail
541,VPlan,176,6/24/2016,Pass
542,VPlan,177,6/25/2016,Fail
543,VPlan,178,6/26/2016,Fail
544,VPlan,179,6/27/2016,Fail
545,VPlan,180,6/28/2016,Fail
546,VPlan,181,6/29/2016,Fail
547,VPlan,182,6/30/2016,Pass
548,VPlan,183,7/1/2016,Pass
549,VPlan,184,7/2/2016,Pass
550,VPlan,185,7/3/2016,Pass
551,VPlan,186,7/4/2016,Fail
552,VPlan,187,7/5/2016,Fail
553,VPlan,188,7/6/2016,Fail
554,VPlan,189,7/7/2016,Pass
555,VPlan,190,7/8/2016,Pass
556,VPlan,191,7/9/2016,Fail
557,VPlan,192,7/10/2016,Fail
558,VPlan,193,7/11/2016,Pass
559,VPlan,194,7/12/2016,Fail
560,VPlan,195,7/13/2016,Pass
561,VPlan,196,7/14/2016,Fail
562,VPlan,197,7/15/2016,Pass
563,VPlan,198,7/16/2016,Fail
564,VPlan,199,7/17/2016,Pass
565,VPlan,200,7/18/2016,Fail
566,VPlan,201,7/19/2016,Fail
567,VPlan,202,7/20/2016,Pass
568,VPlan,203,7/21/2016,Fail
569,VPlan,204,7/22/2016,Pass
570,VPlan,205,7/23/2016,Pass
571,VPlan,206,7/24/2016,Fail
572,VPlan,207,7/25/2016,Fail
573,VPlan,208,7/26/2016,Fail
574,VPlan,209,7/27/2016,Pass
575,VPlan,210,7/28/2016,Pass
576,VPlan,211,7/29/2016,Pass
577,VPlan,212,7/30/2016,Pass
578,VPlan,213,7/31/2016,Fail
579,VPlan,214,8/1/2016,Pass
580,VPlan,215,8/2/2016,Pass
581,VPlan,216,8/3/2016,Pass
582,VPlan,217,8/4/2016,Fail
583,VPlan,218,8/5/2016,Fail
584,VPlan,219,8/6/2016,Pass
585,VPlan,220,8/7/2016,Pass
586,VPlan,221,8/8/2016,Pass
587,VPlan,222,8/9/2016,Pass
588,VPlan,223,8/10/2016,Fail
589,VPlan,224,8/11/2016,Pass
590,VPlan,225,8/12/2016,Fail
591,VPlan,226,8/13/2016,Fail
592,VPlan,227,8/14/2016,Fail
593,VPlan,228,8/15/2016,Fail
594,VPlan,229,8/16/2016,Pass
595,VPlan,230,8/17/2016,Pass
596,VPlan,231,8/18/2016,Pass
597,VPlan,232,8/19/2016,Fail
598,VPlan,233,8/20/2016,Pass
599,VPlan,234,8/21/2016,Pass
600,VPlan,235,8/22/2016,Fail
601,VPlan,236,8/23/2016,Pass
602,VPlan,237,8/24/2016,Pass
603,VPlan,238,8/25/2016,Pass
604,VPlan,239,8/26/2016,Pass
605,VPlan,240,8/27/2016,Fail
606,VPlan,241,8/28/2016,Pass
607,VPlan,242,8/29/2016,Pass
608,VPlan,243,8/30/2016,Pass
609,VPlan,244,8/31/2016,Pass
610,VPlan,245,9/1/2016,Fail
611,VPlan,246,9/2/2016,Pass
612,VPlan,247,9/3/2016,Fail
613,VPlan,248,9/4/2016,Fail
614,VPlan,249,9/5/2016,Pass
615,VPlan,250,9/6/2016,Pass
616,VPlan,251,9/7/2016,Pass
617,VPlan,252,9/8/2016,Pass
618,VPlan,253,9/9/2016,Pass
619,VPlan,254,9/10/2016,Pass
620,VPlan,255,9/11/2016,Fail
621,VPlan,256,9/12/2016,Pass
622,VPlan,257,9/13/2016,Pass
623,VPlan,258,9/14/2016,Pass
624,VPlan,259,9/15/2016,Pass
625,VPlan,260,9/16/2016,Pass
626,VPlan,261,9/17/2016,Fail
627,VPlan,262,9/18/2016,Fail
628,VPlan,263,9/19/2016,Fail
629,VPlan,264,9/20/2016,Pass
630,VPlan,265,9/21/2016,Fail
631,VPlan,266,9/22/2016,Fail
632,VPlan,267,9/23/2016,Pass
633,VPlan,268,9/24/2016,Fail
634,VPlan,269,9/25/2016,Fail
635,VPlan,270,9/26/2016,Fail
636,VPlan,271,9/27/2016,Pass
637,VPlan,272,9/28/2016,Fail
638,VPlan,273,9/29/2016,Fail
639,VPlan,274,9/30/2016,Fail
640,VPlan,275,10/1/2016,Pass
641,VPlan,276,10/2/2016,Fail
642,VPlan,277,10/3/2016,Pass
643,VPlan,278,10/4/2016,Fail
644,VPlan,279,10/5/2016,Pass
645,VPlan,280,10/6/2016,Pass
646,VPlan,281,10/7/2016,Pass
647,VPlan,282,10/8/2016,Pass
648,VPlan,283,10/9/2016,Fail
649,VPlan,284,10/10/2016,Pass
650,VPlan,285,10/11/2016,Pass
651,VPlan,286,10/12/2016,Pass
652,VPlan,287,10/13/2016,Pass
653,VPlan,288,10/14/2016,Pass
654,VPlan,289,10/15/2016,Fail
655,VPlan,290,10/16/2016,Pass
656,VPlan,291,10/17/2016,Fail
657,VPlan,292,10/18/2016,Pass
658,VPlan,293,10/19/2016,Fail
659,VPlan,294,10/20/2016,Pass
660,VPlan,295,10/21/2016,Fail
661,VPlan,296,10/22/2016,Fail
662,VPlan,297,10/23/2016,Fail
663,VPlan,298,10/24/2016,Pass
664,VPlan,299,10/25/2016,Fail
665,VPlan,300,10/26/2016,Pass
666,VPlan,301,10/27/2016,Pass
667,VPlan,302,10/28/2016,Pass
668,VPlan,303,10/29/2016,Pass
669,VPlan,304,10/30/2016,Fail
670,VPlan,305,10/31/2016,Fail
671,VPlan,306,11/1/2016,Fail
672,VPlan,307,11/2/2016,Pass
673,VPlan,308,11/3/2016,Fail
674,VPlan,309,11/4/2016,Fail
675,VPlan,310,11/5/2016,Fail
676,VPlan,311,11/6/2016,Fail
677,VPlan,312,11/7/2016,Fail
678,VPlan,313,11/8/2016,Fail
